,Name,IMDB,Metacritic,Rotten,Duriation,Cast,Similar,Reviews,Plot,Genre,Year,IMAGE,image
214,Spotlight,8,93,97,98 min,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton","Mike and Mike in the Morning: Episode dated 4 December 2015 (2015) , The Tonight Show Starring Jimmy Fallon: Billy Joel/J.K. Simmons (2016) , Half in the Bag: The Hateful Eight/The Ridiculous 6 (2016) ,",It will leave you shaken.... @ A heavy subject dealt with rivetingly @ One of the greatest horror films of all time @,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Crime, Drama",2015,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UY67_CR0,0,45,67_AL_.jpg"
215,Logan,8,77,94,101 min,"James Mangold (dir.), Hugh Jackman, Patrick Stewart","X-Men (2000) , X-Men: The Last Stand (2006) , X: First Class (2011) ,","Perfect film to end Wolverine's story @ Logan @ A gritty, more adult Wolverine film @","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","Drama, Romance",2017,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg"
216,Ratatouille,8,96,96,133 min,"Brad Bird (dir.), Brad Garrett, Lou Romano","Ratatouille: The TikTok Musical (2021) , Ratatouille (2007) , Brief Encounter (1945) ,","""Not everyone can become a great artist; but a great artist *can* come from *anywhere*"" @ One of Pixar's best @ Among the Greatest Animated Features @",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"Biography, Crime, Drama",2007,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UY67_CR0,0,45,67_AL_.jpg"
217,Pather Panchali,8,N/A,98,101 min,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee","Aparajito (1956) , Doctor Detroit (1983) , Egaro Mile (1991) ,",Absolutely Perfect. One of the best films ever made. 10/10 @ My favorite movie of all time. @ An Indian Classic @,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.","Comedy, Drama, Fantasy",1955,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg"
218,Rush,8,74,88,128 min,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth","It Happened One Night (1934) , Mike and Mike in the Morning: Episode dated 29 August 2013 (2013) , The Tonight Show with Jay Leno: Episode #21.218 (2013) ,",Was really surprised by how good this was @ Bound to win Academy Award nominations - and rightly so @ Thrilling character study @,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"Comedy, Drama",2013,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
219,Network,8,83,92,86 min,"Sidney Lumet (dir.), Faye Dunaway, William Holden","Amérique, notre histoire (2006) , Der blaue Engel (1930) , Here Comes Mr. Jordan (1941) ,","It Is More Than a Film, It Is Like a Crystal Ball @ The Age of Network @ One of the best of all time. @","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","Animation, Comedy, Family",1976,"https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY1200_CR77,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UX45_CR0,0,45,67_AL_.jpg"
220,Into the Wild,8,73,83,89 min,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn","Il buono, il brutto, il cattivo (1966) , Leonard Knight: A Man & His Mountain (2015) , Charlie Rose: Episode dated 21 September 2007 (2007) ,","Beautiful Film, Even Better Than The Book @ TIFF07, review 3: Facing the blind deaf stone aloneInto the Wild @ missing the point... @","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","Adventure, Drama",2007,"https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY1200_CR91,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY67_CR0,0,45,67_AL_.jpg"
221,The Wizard of Oz,8,92,98,120 min,"Victor Fleming (dir.), Judy Garland, Frank Morgan","Tales of the Wizard of Oz (1961) , Journey Back to Oz (1972) , The Wizard of Oz (1990) ,",Still Has Its Magic @ Timeless classic still entertaining the masses as each new generation comes in. @ A fantasy rooted in the landscape of your childhood. @,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","Drama, War",1939,"https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UY1200_CR87,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UX45_CR0,0,45,67_AL_.jpg"
222,Before Sunset,8,90,94,107 min,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy","Before Sunrise (1995) , Before Midnight (2013) , Casablanca (1942) ,","The only problem... @ I'm designed to feel slightly dissatisfied! @ Linklater, Delpy & Hawke make an impossible sequel work (including minor SPOILERS) @","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Action, Sci-Fi",2004,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UY1200_CR91,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UY67_CR0,0,45,67_AL_.jpg"
223,Groundhog Day,8,72,97,191 min,"Harold Ramis (dir.), Bill Murray, Andie MacDowell","È già ieri (2004) , Pushing Daisies: Corpsicle (2007) , Groundhog Day: Like Father Like Son (2019) ,","Best romantic comedy ever @ A perfect blend of comedy, clever plotting, and character study @ Neglected Masterpiece @","A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right.","Biography, Drama",1993,"https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR88,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
224,The Exorcist,8,81,84,117 min,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow","Exorcist II: The Heretic (1977) , Exorcist: The Beginning (2004) , The Exorcist (2016) ,",The truth about the Exorcist. @ An intense and very terrifying movie that will make you sleep with the bible a few nights in a row @ The Exorcist @,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.","Action, Drama, Sci-Fi",1973,"https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR79,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
225,The Best Years of Our Lives,8,93,100,183 min,"William Wyler (dir.), Myrna Loy, Dana Andrews","Returning Home (1975) , Chain Lightning (1950) , Citizen Kane (1941) ,",The People's War Veterans Return Home @ Highly structured but flawless and really moving drama about returning G.I.s @ Over 60 years old and still a classic! @,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","Drama, War",1946,"https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTM0NWFjNGYtNjExMS00ZTZlLWFiYmMtZmU4ZjZkMmMxZTNjXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_UY67_CR4,0,45,67_AL_.jpg"
226,The Incredibles,8,90,97,120 min,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson","Jack-Jack Attack (2005) , The Incredibles (2004) , Jack-Jack Attack (2005) ,","One of the best films ever made @ My favorite film from Pixar in over five years- Bird and company produce a triumph of a family film @ A Truly, Pardon the Pun, Incredible Movie @","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Drama, Sport",2004,"https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
227,La battaglia di Algeri,8,96,97,121 min,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin","365 days, also known as a Year (2019) , The Slams (1973) , Aguner Poroshmoni (1994) ,","No winners @ It's hard to make a good movie, even harder 2 make a good movie wth historical authenticity bt the hardest of all is 2 make a good movie with non-professional actors who had.. @ An unforgettable study of occupation and defeat. @","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Drama,1966,"https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR80,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"
228,To Be or Not to Be,8,86,99,124 min,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny","To Be or Not to Be (1983) , Hell's Angels (1930) , The Jack Benny Program: Musicale (1961) ,",A question of taste @ The Nazis have never been mocked better @ An Immortal Comedy @,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","Adventure, Thriller",1942,"https://m.media-amazon.com/images/M/MV5BMGY3ZDgzY2MtNTllNi00ZWI1LTk1NTUtNWEzN2Q4YTA1ZGZiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY1200_CR101,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
229,Hachi: A Dog's Tale,8,N/A,96,185 min,"Lasse Hallström (dir.), Richard Gere, Joan Allen","Hachikô monogatari (1987) , Greyfriars Bobby: The True Story of a Dog (1961) , 1996 World Series (1996) ,",Unprecedented loyalty in a story of age-old friendship @ Couldn't stop crying @ Enough to make a grown man cry! @,A college professor bonds with an abandoned dog he takes into his home.,"Adventure, Drama, War",2009,"https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR107,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMGY3ZDgzY2MtNTllNi00ZWI1LTk1NTUtNWEzN2Q4YTA1ZGZiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
230,Everything Everywhere All at Once,8,81,64,122 min,"Dan Kwan (dir.), Michelle Yeoh, Stephanie Hsu","2001: A Space Odyssey (1968) , The Matrix (1999) , Ratatouille (2007) ,",Fantastic @ best film of 2022 @ Felt Like I Was Seeing the Inside of My Own Mind on Screen @,"An aging Chinese immigrant is swept up in an insane adventure, in which she alone can save the world by exploring other universes connecting with the lives she could have led.",Horror,2022,"https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY1200_CR99,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR1,0,45,67_AL_.jpg"
231,Pirates of the Caribbean: The Curse of the Black Pearl,8,63,95,127 min,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush","Pirates of the Caribbean: Dead Man's Chest (2006) , Pirates of the Caribbean: On Stranger Tides (2011) , Pirates of the Caribbean: Dead Men Tell No Tales (2017) ,","""That's got to be the best pirate I've ever seen."" @ ""You better start believing in ghost stories. You're in one."" @ Johnny Depp is fantastic! @","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","Crime, Drama",2003,"https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR87,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY67_CR0,0,45,67_AL_.jpg"
232,The Grapes of Wrath,8,96,80,85 min,"John Ford (dir.), Henry Fonda, Jane Darwell","American Playhouse: The Grapes of Wrath (1991) , John Ford, l'homme qui inventa l'Amérique (2019) , Star Dust (1940) ,","Economic Dislocation @ John Ford's stark portrayal of a poor family in the depression remains one of the most moving films in history. @ Not the Book, But Beautiful in Its Own Right @","An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","Drama, Thriller",1940,"https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY1200_CR88,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX45_CR0,0,45,67_AL_.jpg"
233,Amores perros,8,83,100,172 min,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal","Dragon Ball: Doragon bôru (1986) , Reservoir Dogs (1992) , Léon (1994) ,",A smartly modern elegy. @ Doggie Holocaust makes for Best Mexican Film Ever @ What a masterful feature film debut @,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Biography, Drama, Family",2000,"https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR86,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR0,0,45,67_AL_.jpg"
234,La haine,8,N/A,93,121 min,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé","Ódiquê? (2004) , The Cocoanuts (1929) , The Magnificent Seven (1960) ,","The most relevant French film of the last 20 years @ Hate Begets Hate @ ""...it's not how you fall that matters. It's how you land."" @",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"Drama, War",1995,"https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR88,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
235,Babam ve Oglum,8,N/A,100,99 min,"Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan","Ayak Isleri: Episode #1.4 (2021) ,","""When a person grows up, do his dreams become smaller?"" @ A masterpiece that must be seen by everyone! @ One of the best Turkish movies ever @",The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,"Crime, Drama",2005,"https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR101,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY67_CR0,0,45,67_AL_.jpg"
236,Rebecca,8,86,N/A,212 min,"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine","Rebecca (1947) , Broadway Television Theatre: Rebecca (1952) , Theatre '62: Rebecca (1962) ,",If you want to be totally enthralled for two hours just watch 'Rebecca'! @ A film with a nameless protagonist and an invisible namesake @ What Atmospheric Gothic-horror Should Be. @,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Adventure, Drama",1940,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY1200_CR102,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
237,Jai Bhim,8,N/A,98,91 min,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose","Asuran (2019) , Soorarai Pottru (2020) , Kaithi (2019) ,",Jai Bhim @ The Powerful Film @ OSCAR LEVEL @,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.","Drama, Romance",2021,"https://m.media-amazon.com/images/M/MV5BOTM0NWFjNGYtNjExMS00ZTZlLWFiYmMtZmU4ZjZkMmMxZTNjXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_UY1200_CR165,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR1,0,45,67_AL_.jpg"
238,Cool Hand Luke,8,92,100,96 min,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy","Luke (1967) , Laugh-In: Joey Bishop, Sammy Davis, Jr., Elgin Baylor, Harry Belafonte, Regis Philbin, John Wayne (1968) , The Beverly Hillbillies: The Great Cook-Off (1968) ,","""Luke"" is a character Newman was born to play - and this is one hell of a beautiful film @ What we have here is no failure @ Not just a prison film, but an excellent film about not being able to conform in a world that requires it @","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.","Drama, Fantasy",1967,"https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR75,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
239,Les quatre cents coups,8,N/A,99,108 min,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy","L'amour à vingt ans (1962) , Baisers volés (1968) , L'amour en fuite (1979) ,","""N'Oublie Pas Les Ordures"" @ One of the shining stars of the French New Wave @ Truffaut's powerful and moving look at adolescence @","A young boy, left without attention, delves into a life of petty crime.","Crime, Drama, Thriller",1959,"https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR137,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR2,0,45,67_AL_.jpg"
240,Ah-ga-ssi,8,84,96,104 min,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo","Fingersmith (2005) , Once Upon a Time in the West (1968) , WatchMojo: Top 10 Great Movies You Missed This Fall (2016) ,",Engaging and attractively packaged and delivered @ Masterclass Cinema @ Just amazing @,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","Film-Noir, Mystery, Thriller",2016,"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR102,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR1,0,45,67_AL_.jpg"
241,It Happened One Night,8,87,98,170 min,"Frank Capra (dir.), Clark Gable, Claudette Colbert","The China Shop (1934) , Eve Knew Her Apples (1945) , Glückskinder (1936) ,","The Hero As Comedian @ A Pleasant, Funny Classic @ Clean Sweep @","A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.","Drama, Romance, War",1934,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg"
